Day,S,E,I,R
0,19965,15,18,2
1,19950,23,22,5
2,19935,29,29,7
3,19907,48,35,10
4,19876,65,46,13
5,19831,89,60,20
6,19781,110,72,37
7,19710,155,88,47
8,19642,186,112,60
9,19538,237,152,73
10,19407,304,193,96
11,19265,354,254,127
12,19055,462,329,154
13,18780,616,400,204
14,18476,764,497,263
15,18089,925,653,333
16,17582,1167,825,426
17,16960,1471,1030,539
18,16160,1847,1319,674
19,15222,2288,1635,855
20,14151,2721,2059,1069
21,12911,3205,2541,1343
22,11579,3672,3074,1675
23,10145,4040,3750,2065
24,8697,4353,4409,2541
25,7210,4610,5085,3095
26,5853,4666,5716,3765
27,4590,4629,6206,4575
28,3606,4312,6715,5367
29,2800,3843,7120,6237
30,2126,3449,7259,7166
31,1618,3006,7249,8127
32,1257,2548,7048,9147
33,994,2080,6896,10030
34,772,1695,6616,10917
35,612,1409,6130,11849
36,519,1117,5713,12651
37,481,890,5244,13385
38,441,713,4812,14034
39,420,588,4369,14623
40,411,469,3964,15156
41,412,399,3569,15620
42,411,328,3213,16048
43,427,279,2880,16414
44,445,244,2585,16726
45,466,216,2310,17008
46,484,195,2059,17262
47,503,172,1830,17495
48,533,128,1682,17657
49,557,112,1490,17841
50,582,110,1303,18005
51,626,93,1171,18110
52,666,85,1038,18211
53,697,88,924,18291
54,726,88,804,18382
55,783,79,715,18423
56,824,74,644,18458
57,875,67,572,18486
58,914,56,515,18515
59,979,53,467,18501
60,1018,45,417,18520
61,1070,50,366,18514
62,1125,48,330,18497
63,1174,41,293,18492
64,1215,42,255,18488
65,1275,39,232,18454
66,1332,34,211,18423
67,1376,41,196,18387
68,1448,40,179,18333
69,1510,34,164,18292
70,1546,38,159,18257
71,1593,42,147,18218
72,1641,34,149,18176
73,1700,31,143,18126
74,1759,38,120,18083
75,1816,32,116,18036
76,1863,32,109,17996
77,1907,28,106,17959
78,1948,30,97,17925
79,2004,30,88,17878
80,2068,27,81,17824
81,2108,29,71,17792
82,2167,27,61,17745
83,2219,24,59,17698
84,2274,22,62,17642
85,2322,21,63,17594
86,2367,20,60,17553
87,2426,18,60,17496
88,2490,17,57,17436
89,2536,20,55,17389
90,2578,18,58,17346
91,2638,15,56,17291
92,2684,15,52,17249
93,2738,16,51,17195
94,2793,20,45,17142
95,2837,22,40,17101
96,2875,20,43,17062
97,2920,23,42,17015
98,2968,23,43,16966
99,3014,17,42,16927
100,3057,17,37,16889
101,3110,17,37,16836
102,3148,16,37,16799
103,3183,13,36,16768
104,3241,11,34,16714
105,3284,13,29,16674
106,3323,19,25,16633
107,3377,18,23,16582
108,3422,18,25,16535
109,3470,16,28,16486
110,3526,17,26,16431
111,3581,17,26,16376
112,3622,15,27,16336
113,3675,9,28,16288
114,3725,10,25,16240
115,3777,9,27,16187
116,3815,12,28,16145
117,3869,9,31,16091
118,3907,11,32,16050
119,3943,15,30,16012
120,3981,15,28,15976
121,4024,14,28,15934
122,4061,16,26,15897
123,4104,15,22,15859
124,4149,15,19,15817
125,4201,16,23,15760
126,4248,15,27,15710
127,4279,16,29,15676
128,4305,15,31,15649
129,4351,13,29,15607
130,4384,19,30,15567
131,4432,21,27,15520
132,4476,20,29,15475
133,4514,22,27,15437
134,4554,20,27,15399
135,4602,20,26,15352
136,4641,16,26,15317
137,4673,16,23,15288
138,4706,13,27,15254
139,4749,14,24,15213
140,4794,14,25,15167
141,4831,19,25,15125
142,4880,15,28,15077
143,4913,16,30,15041
144,4947,15,31,15007
145,4997,15,32,14956
146,5041,16,35,14908
147,5082,16,36,14866
148,5126,15,41,14818
149,5166,16,40,14778
150,5208,13,38,14741
151,5235,16,41,14708
152,5282,17,40,14661
153,5309,17,40,14634
154,5335,21,40,14604
155,5365,18,38,14579
156,5405,23,39,14533
157,5435,29,41,14495
158,5470,33,41,14456
159,5499,32,43,14426
160,5533,34,48,14385
161,5550,36,55,14359
162,5590,38,59,14313
163,5629,38,64,14269
164,5648,35,62,14255
165,5680,39,65,14216
166,5694,41,70,14195
167,5727,47,73,14153
168,5759,50,67,14124
169,5786,47,79,14088
170,5807,47,89,14057
171,5836,50,90,14024
172,5860,59,86,13995
173,5879,63,85,13973
174,5889,70,94,13947
175,5900,77,100,13923
176,5916,68,110,13906
177,5958,74,111,13857
178,5976,83,114,13827
179,5994,78,127,13801
180,5998,83,136,13783
181,6017,92,133,13758
182,6031,101,139,13729
183,6044,100,152,13704
184,6062,99,160,13679
185,6054,106,173,13667
186,6051,128,180,13641
187,6036,137,197,13630
188,6033,144,212,13611
189,6024,159,215,13602
190,6032,162,219,13587
191,6004,186,230,13580
192,5998,183,237,13582
193,5973,194,266,13567
194,5964,212,278,13546
195,5940,224,300,13536
196,5906,247,308,13539
197,5878,246,346,13530
198,5850,248,374,13528
199,5800,274,387,13539
200,5752,280,418,13550
201,5691,293,438,13578
202,5629,308,473,13590
203,5576,319,495,13610
204,5499,341,525,13635
205,5401,374,561,13664
206,5342,381,591,13686
207,5263,382,623,13732
208,5190,398,627,13785
209,5093,430,644,13833
210,4997,440,651,13912
211,4924,430,711,13935
212,4832,447,734,13987
213,4757,470,745,14028
214,4649,497,769,14085
215,4551,523,799,14127
216,4485,481,833,14201
217,4402,480,854,14264
218,4283,519,860,14338
219,4182,513,897,14408
220,4102,514,918,14466
221,4019,503,941,14537
222,3911,523,931,14635
223,3845,506,936,14713
224,3750,511,943,14796
225,3661,508,976,14855
226,3589,485,999,14927
227,3532,471,992,15005
228,3460,484,995,15061
229,3387,486,1004,15123
230,3340,469,1027,15164
231,3280,472,1015,15233
232,3227,459,1010,15304
233,3186,449,991,15374
234,3123,450,979,15448
235,3072,424,972,15532
236,3018,422,961,15599
237,2971,409,945,15675
238,2934,397,942,15727
239,2904,415,905,15776
240,2889,374,919,15818
241,2852,367,910,15871
242,2831,377,898,15894
243,2826,339,872,15963
244,2795,349,856,16000
245,2777,356,831,16036
246,2751,346,842,16061
247,2740,331,821,16108
248,2724,298,814,16164
249,2722,283,805,16190
250,2727,267,764,16242
251,2746,251,727,16276
252,2749,237,700,16314
253,2763,242,680,16315
254,2781,225,645,16349
255,2787,233,631,16349
256,2779,247,598,16376
257,2788,239,586,16387
258,2792,238,584,16386
259,2795,234,580,16391
260,2828,222,584,16366
261,2862,213,562,16363
262,2868,232,538,16362
263,2887,231,547,16335
264,2919,215,529,16337
265,2946,195,522,16337
266,2964,197,510,16329
267,3004,190,483,16323
268,3038,185,474,16303
269,3083,184,462,16271
270,3130,182,445,16243
271,3163,180,434,16223
272,3193,180,423,16204
273,3228,195,394,16183
274,3268,170,406,16156
275,3287,177,399,16137
276,3341,163,396,16100
